id,url,primaryTitle,originalTitle,type,description,primaryImage,contentRating,startYear,endYear,releaseDate,interests,countriesOfOrigin,externalLinks,spokenLanguages,filmingLocations,productionCompanies,budget,grossWorldwide,genres,isAdult,runtimeMinutes,averageRating,numVotes
tt0363163,https://www.imdb.com/title/tt0363163/,Downfall,Der Untergang,movie,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_.jpg,R,2004,,2005-04-08,"['Docudrama', 'Political Drama', 'Tragedy', 'Biography', 'Drama', 'History', 'War']","['DE', 'AT', 'IT']",,"['de', 'ru', 'fr', 'en']","['St. Petersburg, Russia']","[{'id': 'co0002257', 'name': 'Constantin Film'}, {'id': 'co0028284', 'name': 'Norddeutscher Rundfunk (NDR)'}, {'id': 'co0075650', 'name': 'Westdeutscher Rundfunk (WDR)'}]",13500000,92181574,"['Biography', 'Drama', 'History']",False,156,8.2,386341
tt5074352,https://www.imdb.com/title/tt5074352/,Dangal,Dangal,movie,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg,Not Rated,2016,,2016-12-21,"['Action', 'Biography', 'Drama', 'Sport']","['IN', 'US']",['http://gaga.ne.jp/dangal/'],"['hi', 'en']","['Pune, Maharashtra, India']","[{'id': 'co0026618', 'name': 'Aamir Khan Productions'}, {'id': 'co0131238', 'name': 'UTV Motion Pictures'}, {'id': 'co0008970', 'name': 'Walt Disney Pictures'}]",700000000,303726694,"['Action', 'Biography', 'Drama']",False,161,8.3,223203
tt0075314,https://www.imdb.com/title/tt0075314/,Taxi Driver,Taxi Driver,movie,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_.jpg,R,1976,,1976-02-09,"['Psychological Drama', 'Crime', 'Drama']",['US'],,"['en', 'es']","['87 Columbia Heights, Brooklyn, New York, USA']","[{'id': 'co0050868', 'name': 'Columbia Pictures'}, {'id': 'co0043923', 'name': 'Bill/Phillips'}, {'id': 'co0013906', 'name': 'Italo/Judeo Productions'}]",1300000,28580445,"['Crime', 'Drama']",False,114,8.2,970683
tt8503618,https://www.imdb.com/title/tt8503618/,Hamilton,Hamilton,movie,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_.jpg,PG-13,2020,,2020-07-03,"['Epic', 'Biography', 'Drama', 'History', 'Musical']",['US'],"['https://www.disneyplus.com/movies/wp/3uPmBHWlO6HJ', 'https://www.hotstar.com/id/movies/hamilton/1260032145']","['en', 'fr']","['Richard Rodgers Theatre - 226 W. 46th Street, Manhattan, New York City, New York, USA']","[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0741448', 'name': '5000 Broadway Productions'}, {'id': 'co0799855', 'name': 'Nevis Productions'}]",,,"['Biography', 'Drama', 'History']",False,160,8.3,125874
tt0993846,https://www.imdb.com/title/tt0993846/,The Wolf of Wall Street,The Wolf of Wall Street,movie,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg,R,2013,,2013-12-25,"['Dark Comedy', 'Docudrama', 'Epic', 'Satire', 'True Crime', 'Biography', 'Comedy', 'Crime', 'Drama', 'Financial Drama']",['US'],"['https://www.facebook.com/TheWolfOfWallStreet', 'https://www.jiotv.com/full-movie/the-wolf-of-wall-street/6466d9e17c28529190d541a81b4d2c82']","['en', 'fr']","['Portofino, Genoa, Liguria, Italy']","[{'id': 'co0325207', 'name': 'Red Granite Pictures'}, {'id': 'co0088354', 'name': 'Appian Way'}, {'id': 'co0141038', 'name': 'Sikelia Productions'}]",100000000,407039432,"['Biography', 'Comedy', 'Crime']",False,180,8.2,1668545
tt0372784,https://www.imdb.com/title/tt0372784/,Batman Begins,Batman Begins,movie,"After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",https://m.media-amazon.com/images/M/MV5BODIyMDdhNTgtNDlmOC00MjUxLWE2NDItODA5MTdkNzY3ZTdhXkEyXkFqcGc@._V1_.jpg,PG-13,2005,,2005-06-15,"['Action Epic', 'Epic', 'Superhero', 'Tragedy', 'Action', 'Drama']","['US', 'GB']",['https://www.facebook.com/darkknighttrilogy'],['en'],"['Skaftafell, Iceland']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0147954', 'name': 'Syncopy'}, {'id': 'co0038332', 'name': 'DC Comics'}]",150000000,375404836,"['Action', 'Drama']",False,140,8.2,1636101
tt6966692,https://www.imdb.com/title/tt6966692/,Green Book,Green Book,movie,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_.jpg,PG-13,2018,,2018-11-16,"['Docudrama', 'Period Drama', 'Road Trip', 'Biography', 'Comedy', 'Drama', 'Music']","['US', 'CN']","['http://www.facebook.com/GreenBookMovie/', 'http://www.facebook.com/GreenBookFilmUK/']","['en', 'it', 'ru', 'de']","['Houmas House Plantation, Burnside, Louisiana, USA']","[{'id': 'co0132772', 'name': 'Participant'}, {'id': 'co0819670', 'name': 'Dreamworks Pictures'}, {'id': 'co0646203', 'name': 'Innisfree Pictures'}]",23000000,321752656,"['Biography', 'Comedy', 'Drama']",False,130,8.2,627175
tt0059578,https://www.imdb.com/title/tt0059578/,For a Few Dollars More,Per qualche dollaro in più,movie,Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@._V1_.jpg,R,1965,,1967-05-10,"['One-Person Army Action', 'Spaghetti Western', 'Drama', 'Western']","['IT', 'ES']",,"['it', 'en']","['Mini Hollywood, Tabernas, Almería, Andalucía, Spain']","[{'id': 'co0013844', 'name': 'Produzioni Europee Associate (PEA)'}, {'id': 'co0046114', 'name': 'Arturo González Producciones Cinematográficas'}, {'id': 'co0002257', 'name': 'Constantin Film'}]",600000,15000000,"['Drama', 'Western']",False,132,8.2,286274
tt0120382,https://www.imdb.com/title/tt0120382/,The Truman Show,The Truman Show,movie,An insurance salesman discovers his whole life is actually a reality TV show.,https://m.media-amazon.com/images/M/MV5BNzA3ZjZlNzYtMTdjMy00NjMzLTk5ZGYtMTkyYzNiOGM1YmM3XkEyXkFqcGc@._V1_.jpg,PG,1998,,1998-06-05,"['Dark Comedy', 'High-Concept Comedy', 'Psychological Drama', 'Satire', 'Showbiz Drama', 'Comedy', 'Drama']",['US'],['https://www.facebook.com/TheTrumanShowMovie'],['en'],"['Seaside, Florida, USA']","[{'id': 'co0023400', 'name': 'Paramount Pictures'}, {'id': 'co0093765', 'name': 'Scott Rudin Productions'}]",60000000,264118712,"['Comedy', 'Drama']",False,103,8.2,1266372
tt0055031,https://www.imdb.com/title/tt0055031/,Judgment at Nuremberg,Judgment at Nuremberg,movie,"Fictionalized depiction of the 1947 Judges' Trial, the third of twelve trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.",https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_.jpg,Approved,1961,,1961-12-18,"['Legal Drama', 'Drama', 'War']",['US'],,"['en', 'de']","['former Reichsparteitag area, Nuremberg, Bavaria, Germany']","[{'id': 'co0160497', 'name': 'Roxlom Films Inc.'}]",3000000,12180,"['Drama', 'War']",False,179,8.3,90460
tt0053291,https://www.imdb.com/title/tt0053291/,Some Like It Hot,Some Like It Hot,movie,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_.jpg,Approved,1959,,1959-03-19,"['Buddy Comedy', 'Farce', 'Screwball Comedy', 'Comedy', 'Music', 'Romance']",['US'],,['en'],"['Hotel del Coronado - 1500 Orange Avenue, Coronado, California, USA']","[{'id': 'co0047869', 'name': 'Ashton Productions'}, {'id': 'co0011112', 'name': 'The Mirisch Corporation'}]",2883848,208457,"['Comedy', 'Music', 'Romance']",False,121,8.2,293295
tt1130884,https://www.imdb.com/title/tt1130884/,Shutter Island,Shutter Island,movie,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_.jpg,R,2010,,2010-02-19,"['Psychological Thriller', 'Suspense Mystery', 'Drama', 'Mystery', 'Thriller']",['US'],['https://ebook-gratuit.net/romans/dennis-lehane-shutter-island/'],"['en', 'de']","['Peddocks Island, Boston Harbor, Boston, Massachusetts, USA']","[{'id': 'co0023400', 'name': 'Paramount Pictures'}, {'id': 'co0029574', 'name': 'Phoenix Pictures'}, {'id': 'co0141038', 'name': 'Sikelia Productions'}]",80000000,294941853,"['Drama', 'Mystery', 'Thriller']",False,138,8.2,1535500
tt0012349,https://www.imdb.com/title/tt0012349/,The Kid,The Kid,movie,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_.jpg,Passed,1921,,1921-02-06,"['Buddy Comedy', 'Slapstick', 'Comedy', 'Drama', 'Family']",['US'],"['https://www.instagram.com/charliechaplinofficial/', 'https://www.charliechaplin.com/en/films/1-The-Kid']",['en'],"['Chaplin Studios - 1416 N. La Brea Avenue, Hollywood, Los Angeles, California, USA']","[{'id': 'co0028083', 'name': 'Charles Chaplin Productions'}]",250000,41979,"['Comedy', 'Drama', 'Family']",False,68,8.2,140240
tt10272386,https://www.imdb.com/title/tt10272386/,The Father,The Father,movie,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_.jpg,PG-13,2020,,2021-02-26,"['Psychological Drama', 'Drama', 'Mystery']","['GB', 'FR', 'US']","['https://www.facebook.com/TheFatherMovieUS/', 'https://thefather.jp/']",['en'],"['Blythe House, 23 Blythe Road, West Kensington, London, Greater London, England, UK']","[{'id': 'co0812819', 'name': 'Les Films du Cru'}, {'id': 'co0167631', 'name': 'Film4'}, {'id': 'co0410559', 'name': 'Orange Studio'}]",6000000,24048935,"['Drama', 'Mystery']",False,97,8.2,210258
tt0042192,https://www.imdb.com/title/tt0042192/,All About Eve,All About Eve,movie,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,https://m.media-amazon.com/images/M/MV5BOTM4ZjUzOGUtYzdlZi00ZmM5LTk5NTEtMjQxNDVmOTc5NWNlXkEyXkFqcGc@._V1_.jpg,Approved,1950,,1950-10-27,"['Showbiz Drama', 'Drama']",['US'],,"['en', 'fr']","['Curran Theatre, San Francisco, California, USA']","[{'id': 'co0000756', 'name': 'Twentieth Century Fox'}]",1400000,154501,['Drama'],False,138,8.2,143712
tt0107290,https://www.imdb.com/title/tt0107290/,Jurassic Park,Jurassic Park,movie,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.",https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_.jpg,PG-13,1993,,1993-06-11,"['Dinosaur Adventure', 'Jungle Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",['US'],['https://www.facebook.com/JurassicWorldUK/'],"['en', 'es']","['Tehachapi Pass, California, USA']","[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0009119', 'name': 'Amblin Entertainment'}]",63000000,1104379926,"['Action', 'Adventure', 'Sci-Fi']",False,127,8.2,1110705
tt0469494,https://www.imdb.com/title/tt0469494/,There Will Be Blood,There Will Be Blood,movie,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_.jpg,R,2007,,2008-01-25,"['Epic', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Drama']",['US'],"['http://www.facebook.com/ThereWillBeBloodMovie', 'http://www.miramax.com/movie/there-will-be-blood']",['en'],"['Lompoc, California, USA']","[{'id': 'co0179341', 'name': 'Paramount Vantage'}, {'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0027686', 'name': 'Ghoulardi Film Company'}]",25000000,76186873,['Drama'],False,158,8.2,666090
tt0112641,https://www.imdb.com/title/tt0112641/,Casino,Casino,movie,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_.jpg,R,1995,,1995-11-22,"['Docudrama', 'Epic', 'Gangster', 'True Crime', 'Crime', 'Drama']","['FR', 'US']",['https://casino.officialwebsite.art/'],['en'],"['Le Bistro Lounge, Riviera Hotel & Casino - 2901 Las Vegas Boulevard South, Las Vegas, Nevada, USA']","[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0059966', 'name': 'Syalis DA'}, {'id': 'co0015641', 'name': 'Légende Entreprises'}]",52000000,116112375,"['Crime', 'Drama']",False,178,8.2,587845
tt0167404,https://www.imdb.com/title/tt0167404/,The Sixth Sense,The Sixth Sense,movie,A child psychologist starts treating a young boy with a disturbing secret.,https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@._V1_.jpg,PG-13,1999,,1999-08-06,"['Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Mystery', 'Thriller']",['US'],"['https://www.hotstar.com/id/movies/the-sixth-sense/1260018039', 'https://www.youtube.com/watch?v=eZbKG31K9Hg']","['en', 'la', 'es']","['Striped Bass - 1500 Walnut Street, Philadelphia, Pennsylvania, USA']","[{'id': 'co0076240', 'name': 'Hollywood Pictures'}, {'id': 'co0031181', 'name': 'Spyglass Entertainment'}, {'id': 'co0013175', 'name': 'The Kennedy/Marshall Company'}]",40000000,672806432,"['Drama', 'Mystery', 'Thriller']",False,107,8.2,1092472
tt0089881,https://www.imdb.com/title/tt0089881/,Ran,Ran,movie,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",https://m.media-amazon.com/images/M/MV5BZDk2NDY5YjktMjEyMC00OTJhLTkzM2EtY2Q4Y2RjYzc2Yjk4XkEyXkFqcGc@._V1_.jpg,R,1985,,1985-06-01,"['Samurai', 'Tragedy', 'War Epic', 'Action', 'Drama', 'War']","['JP', 'FR']",,['ja'],"['Aso-Kuju National Park, Kumamoto, Japan']","[{'id': 'co0012071', 'name': 'Greenwich Film Productions'}, {'id': 'co0086452', 'name': 'Herald Ace'}, {'id': 'co0018207', 'name': 'Nippon Herald Films'}]",11500000,4172381,"['Action', 'Drama', 'War']",False,160,8.2,142382
tt1745960,https://www.imdb.com/title/tt1745960/,Top Gun: Maverick,Top Gun: Maverick,movie,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_.jpg,PG-13,2022,,2022-05-27,"['Action Epic', 'Epic', 'Action', 'Drama']",['US'],"['https://www.facebook.com/TopGunMovie', 'https://www.topgunmovie.com/']",['en'],"['Eldorado National Forest, California, USA']","[{'id': 'co0023400', 'name': 'Paramount Pictures'}, {'id': 'co0152219', 'name': 'Skydance Media'}, {'id': 'co0026281', 'name': 'Jerry Bruckheimer Films'}]",170000000,1495696292,"['Action', 'Drama']",False,130,8.2,762833
tt0477348,https://www.imdb.com/title/tt0477348/,No Country for Old Men,No Country for Old Men,movie,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg,R,2007,,2007-11-21,"['Contemporary Western', 'Serial Killer', 'Crime', 'Drama', 'Thriller']",['US'],"['https://www.facebook.com/NoCountryForOldMenMovie', 'http://www.miramax.com/movie/no-country-for-old-men']","['en', 'es']","['Marfa, Texas, USA']","[{'id': 'co0179341', 'name': 'Paramount Vantage'}, {'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0093765', 'name': 'Scott Rudin Productions'}]",25000000,171632777,"['Crime', 'Drama', 'Thriller']",False,122,8.2,1112878
tt0084787,https://www.imdb.com/title/tt0084787/,The Thing,The Thing,movie,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_.jpg,R,1982,,1982-06-25,"['Alien Invasion', 'Body Horror', 'Monster Horror', 'Supernatural Horror', 'Tragedy', 'Horror', 'Mystery', 'Sci-Fi']","['US', 'CA']",,"['en', 'no']","['Kimberley, British Columbia, Canada']","[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0004522', 'name': 'Turman-Foster Company'}, {'id': 'co0220554', 'name': 'Province of BC, Ministry of Tourism, Film Promotion Office'}]",15000000,20630135,"['Horror', 'Mystery', 'Sci-Fi']",False,109,8.2,493705
tt0457430,https://www.imdb.com/title/tt0457430/,Pan's Labyrinth,El laberinto del fauno,movie,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks.",https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_.jpg,R,2006,,2007-01-19,"['Coming-of-Age', 'Dark Fantasy', 'Fairy Tale', 'Period Drama', 'Supernatural Fantasy', 'Teen Fantasy', 'Tragedy', 'Drama', 'Fantasy', 'War']","['MX', 'ES']",['http://www.lelabyrinthedepan.com/'],['es'],"['El Espinar, Segovia, Castilla y León, Spain']","[{'id': 'co0040776', 'name': 'Tequila Gang'}, {'id': 'co0016173', 'name': 'Estudios Picasso'}, {'id': 'co0816169', 'name': 'Esperanto Filmoj'}]",19000000,83863565,"['Drama', 'Fantasy', 'War']",False,118,8.2,721603
tt0105695,https://www.imdb.com/title/tt0105695/,Unforgiven,Unforgiven,movie,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.,https://m.media-amazon.com/images/M/MV5BNmZmMzM3YWMtZjg5Yi00M2MxLTg3ZGItNGU4YjQxNDAxM2Q4XkEyXkFqcGc@._V1_.jpg,R,1992,,1992-08-07,"['Period Drama', 'Tragedy', 'Drama', 'Western']",['US'],['https://www.facebook.com/unforgivenofficial'],['en'],"['Brooks, Alberta, Canada']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0010258', 'name': 'Malpaso Productions'}]",14400000,159167799,"['Drama', 'Western']",False,130,8.2,451620
tt0268978,https://www.imdb.com/title/tt0268978/,A Beautiful Mind,A Beautiful Mind,movie,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",https://m.media-amazon.com/images/M/MV5BNzljZTk5ZDgtZTQ1Zi00NTM4LThlOGUtZDk2MGM4NDQ4NWQyXkEyXkFqcGc@._V1_.jpg,PG-13,2001,,2002-01-04,"['Docudrama', 'Period Drama', 'Psychological Drama', 'Biography', 'Drama', 'Mystery']",['US'],"['https://www.facebook.com/ABeautifulMindFilm', 'http://www.abeautifulmind.com/']",['en'],"['Manhattan College - Manhattan College Parkway, Riverdale, Manhattan, New York City, New York, USA']","[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0819670', 'name': 'Dreamworks Pictures'}, {'id': 'co0003687', 'name': 'Imagine Entertainment'}]",58000000,316791257,"['Biography', 'Drama', 'Mystery']",False,135,8.2,1017070
tt0266697,https://www.imdb.com/title/tt0266697/,Kill Bill: Vol. 1,Kill Bill: Vol. 1,movie,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_.jpg,R,2003,,2003-10-10,"['Martial Arts', 'One-Person Army Action', 'Action', 'Crime', 'Thriller']","['US', 'CN']",['http://www.facebook.com/KillBillMovie'],"['en', 'ja', 'fr']","[""St. Luke's Hospital - 2632 E. Washington Street, Pasadena, California, USA""]","[{'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0019267', 'name': 'A Band Apart'}, {'id': 'co0086625', 'name': 'Super Cool ManChu'}]",30000000,180908413,"['Action', 'Crime', 'Thriller']",False,111,8.2,1242685
tt0040897,https://www.imdb.com/title/tt0040897/,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,movie,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,https://m.media-amazon.com/images/M/MV5BOWM1YjFmODEtMWNhMC00YmI1LWI0Y2EtYzg0YTBhZWI4ODE3XkEyXkFqcGc@._V1_.jpg,Approved,1948,,1948-01-24,"['Tragedy', 'Adventure', 'Drama', 'Western']",['US'],,"['en', 'es']","['Kernville, California, USA']","[{'id': 'co0002663', 'name': 'Warner Bros.'}]",3000000,5014000,"['Adventure', 'Drama', 'Western']",False,126,8.2,136637
tt1392214,https://www.imdb.com/title/tt1392214/,Prisoners,Prisoners,movie,"Keller Dover is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their street.",https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_.jpg,R,2013,,2013-09-20,"['Psychological Thriller', 'Suspense Mystery', 'Crime', 'Drama', 'Mystery', 'Thriller']",['US'],"['http://prisonersmovie.warnerbros.com/', 'http://prisoners.jp/']",['en'],"['Conyers, Georgia, USA']","[{'id': 'co0054452', 'name': 'Alcon Entertainment'}, {'id': 'co0252672', 'name': '8:38 Productions'}, {'id': 'co0202761', 'name': 'Madhouse Entertainment'}]",46000000,122127446,"['Crime', 'Drama', 'Mystery']",False,153,8.2,862478
tt0055630,https://www.imdb.com/title/tt0055630/,Yojimbo,Yôjinbô,movie,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_.jpg,Not Rated,1961,,1961-09-13,"['One-Person Army Action', 'Period Drama', 'Samurai', 'Action', 'Drama', 'Thriller']",['JP'],,['ja'],"['Toho Studios, Tokyo, Japan']","[{'id': 'co0095216', 'name': 'Kurosawa Production Co.'}, {'id': 'co0366837', 'name': 'Sammy'}, {'id': 'co0002219', 'name': 'Toho'}]",,66365,"['Action', 'Drama', 'Thriller']",False,110,8.2,136693
tt0266543,https://www.imdb.com/title/tt0266543/,Finding Nemo,Finding Nemo,movie,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",https://m.media-amazon.com/images/M/MV5BMTc5NjExNTA5OV5BMl5BanBnXkFtZTYwMTQ0ODY2._V1_.jpg,G,2003,,2003-05-30,"['Animal Adventure', 'Buddy Comedy', 'Computer Animation', 'Quest', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family']","['US', 'JP']","['https://www.facebook.com/PixarFindingNemo', 'http://movies.disney.com/finding-nemo']","['en', 'ja', 'ru']","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}]",94000000,941637960,"['Adventure', 'Animation', 'Comedy']",False,100,8.2,1152523
tt0057115,https://www.imdb.com/title/tt0057115/,The Great Escape,The Great Escape,movie,Allied prisoners of war plan for several hundred of their men to escape from a German camp during World War II.,https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_.jpg,Approved,1963,,1963-07-04,"['Period Drama', 'Prison Drama', 'War Epic', 'Adventure', 'Drama', 'Thriller', 'War']",['US'],,"['en', 'de', 'fr', 'ru', 'es']","['Füssen, Bavaria, Germany']","[{'id': 'co0258862', 'name': 'The Mirisch Company'}, {'id': 'co0149497', 'name': 'Alpha Productions'}]",4000000,230637,"['Adventure', 'Drama', 'Thriller']",False,172,8.2,266758
tt0347149,https://www.imdb.com/title/tt0347149/,Howl's Moving Castle,Hauru no ugoku shiro,movie,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg,PG,2004,,2005-06-17,"['Adventure Epic', 'Anime', 'Hand-Drawn Animation', 'Supernatural Fantasy', 'Adventure', 'Animation', 'Family', 'Fantasy']","['JP', 'US']",['http://movies.disney.com/howls-moving-castle'],['ja'],,"[{'id': 'co1100060', 'name': ""Howl's Moving Castle Production Committee""}, {'id': 'co0049546', 'name': 'Buena Vista Home Entertainment'}, {'id': 'co0064941', 'name': 'DENTSU Music And Entertainment'}]",24000000,240695383,"['Adventure', 'Animation', 'Family']",False,119,8.2,477852
